GENUS.SPECIES,DORMANCY.CLASS
Silene italica,PD
Silene lanceolata,ND
Silene lanceolata,PD
Silene lanceolata,PD
Silene multinervia,PD
Silene noctiflora,PD
Silene pterosperma,PD
Silene regia,PD
Silene repens,PD
Silene secundiflora,PD
Silphium integrifolium,PD
Silphium laciniatum,PD
Silphium perfoliatum,PD
Silphium terebinthinaceum,PD
Simaba guianensis,PD
Simaba orinocensis,PD
Simarouba amara,ND
Simarouba glauca,ND
Simarouba versicolor,PD
Simaruba amara,ND
Simira sampaioana,ND
Simmondsia chinensis,ND
Sinacalia tangutica,PD
Sinapis arvensis,PD
Sindora coriacea,PY
Sindora echinocalyx,PY
Sindora siamensis,PY
Sindora siamensis,PY
Sinochasea trigyna,PD
Sinopodhyllum hexandrum,PD
Sinowilsonia henryi,PD
Siphokentia beguinii,MPD
Siphonochilus aethiopicus,PD
Siphonodon celastrineus,PD
Sisymbrium altissimum,PD
Sisymbrium altissimum,PD
Sisymbrium austriacum,PD
Sisymbrium cavanillesianum,PD
Sisymbrium loeselii,PD
Sisymbrium officinale,PD
Sisymbrium orientale,PD
Sisymbrium runcinatum,PD
Sisyrinchium acre,MPD
Sisyrinchium campestre,PD
Sisyrinchium hitchcockii,PD
Sisyrinchium montanum,PD
Sitanion hystrix,PD
Skiatophyllum tripolium,PD
Skimmia japonica,PD
Sloanea berteriana,PD
Sloanea grandis,ND
Sloanea javanica,ND
Sloanea malayana,ND
Sloanea monosperma,PD
Sloanea sinensis,PD
Sloanea terniflora,ND
Sloanea tomentosa,PD
Smallanthus uvedalia,PD
Smeathmannia pubescens,ND
Smilacina racemosa,MPD
Smilacina racemosa,MPD
Smilacina stellata,MPD
Smilax aspera,MPD
Smilax australis,MPD
Smilax campestris,MD
Smilax campestris,MD
Smilax elastica,MPD
Smilax glauca,MPD
Smilax goyazana,MPD
Smilax japecanga,MPD
Smilax melastomifolia,MPD
Smilax quinquenervia,MPD
Smilax rotundifolia,MPD
Smilax rufescens,MPD
Smilax syphlitica,MPD
Smilax syringoides,MPD
Smyrnium olusatrum,MD
Smyrnium olusatrum,MPD
Socratea durissima,MPD
Socratea exorhiza,MPD
Socratea orbigniana,MPD
Solanum acaule,PD
Solanum aculeastrum,PD
Solanum alatum,PD
Solanum alatum,PD
Solanum americanum,ND
Solanum americanum,PD
Solanum aviculare,PD
Solanum capense,PD
Solanum carolinense,PD
Solanum centrale,PD
Solanum chacoense,PD
Solanum chippendalei,PD
Solanum chomatophyllum,PD
Solanum ciliatum,PD
Solanum cleistoganum,PD
Solanum commersonii,PD
Solanum crispum,PD
Solanum cunninghamii,ND
Solanum demissum,PD
Solanum dioicum,PD
Solanum diversiflorum,PD
Solanum dulcamara,PD
Solanum erianthum,PD
Solanum esuriale,PD
Solanum gracillimum,PD
Solanum granulosoleprosum,PD
Solanum hayesii,PD
Solanum incanum,PD
Solanum incompletum,PD
Solanum laciniatum,PD
Solanum lasiophyllum,PD
Solanum lycocarpum,PD
Solanum lycocarpum,PD
Solanum lyratum,PD
Solanum mauritianum,PD
Solanum morelliforme,PD
Solanum multiinterruptum,PD
Solanum nigrum,PD
Solanum oldfieldii,PD
Solanum orbiculatum,PD
Solanum phlomoides,PD
Solanum pseudo-quina,ND
Solanum pseudocapsicum,PD
Solanum ptycanthum,PD
Solanum rostratum,PD
Solanum rostratum,PD
Solanum sandwicense,PD
Solanum sarrachoides,PD
Solanum septemlobum,PD
Solanum sessiliflorum,ND
Solanum simile,PD
Solanum sturtianum,PD
Solanum sturtianum,PD
Solanum surattense,PD
Solanum symonii,PD
Solanum tabacifolium,PD
Solanum tuberosum,PD
Solanum umbelliferum,PD
Solanum verbascifolium,ND
Solanum vespertilio,PD
Solanum weberbaueri,PD
Solanum xantii,PD
Solenogyne domenii,PD
Solenostemon monostachyus,ND
Solidago altissima,PD
Solidago canadensis,PD
Solidago gigantea,PD
Solidago juncea,PD
Solidago missouriensis,PD
Solidago ohioensis,PD
Solidago ouachitensis,PD
Solidago petiolaris,PD
Solidago puberula,PD
Solidago riddellii,PD
Solidago rigida,PD
Solidago sempervirens,PD
Solidago sempervirens,PD
Solidago shortii,PD
Solidago spathulata,ND
Solidago speciosa,PD
Soliva pterosperma,PD
Soliva valdiviana,PD
Sollya heterophylla,MPD
Sonchus arvensis,PD
Sonchus asper,PD
Sonchus oleraceus,ND
Sonchus pinnata,PD
Sonerila rudis,ND
Sonneratia apetala,ND
Sophora alopecuroides,PY
Sophora chrysophylla,PY
Sophora fernandeziana,PY
Sophora flavescens,PY
Sophora macrocarpa,PY
Sophora microphylla,PY
Sophora prostrata,PY
Sophora secundiflora,PY
Sophora sp.,PY
Sophora tetraptera,PY
Sophora tomentosa,PY
Sophora tomentosa,PY
Sophora tonkinense,PY
Sorbaria arborea,PD
Sorbus amurensis,PD
Sorbus aria,PD
Sorbus aucuparia,PD
Sorbus caschmiriana,PD
Sorbus cuspidata,PD
Sorbus domestica,PD
Sorbus fennica,PD
Sorbus gracilis,PD
Sorbus granulosa,PD
Sorbus hupehensis,PD
Sorbus intermedia,PD
Sorbus koehneana,PD
Sorbus serotina,PD
Sorbus setschwanensis,PD
Sorbus sibirica,PD
Sorbus tapashana,PD
Sorbus tianschanica,PD
Sorbus torminalis,PD
Sorghastrum nutans,PD
Sorghastrum pellitum,PD
Sorghum brachypodum,PD
Sorghum halepense,PD
Sorghum halepense,PD
Sorghum intrans,PD
Sorghum leiocladum,PD
Sorghum plumosum,PD
Sorghum stipoideum,PD
Sorghum vulgare,PD
Sorocea affinis,ND
Sorocea duckei,ND
Souliea vaginata,MPD
Sowerbaea laxiflora,PD
Soyauxia floribunda,PD
Sparganum eurycarpum,PD
Spartina alterniflora,PD
Spartina anglica,PD
Spartina ciliata,PD
Spartina foliosa,ND
Spartina foliosa,PD
Spartina gracilis,PD
Spartina patens,PD
Spartina pectinata,PD
Spartina pectinata,PD
Spartium junceum,PY
Spartocytisus supranubius,PY
Spathelia excelsa,ND
Spathodea campanulata,ND
Spathodea campanulata,PD
Spergula arvensis,PD
Spergula arvensis,PD
Spergula morisonii,PD
Spergula morisonii,PD
Spergularia diandra,PD
Spergularia macrotheca,ND
Spergularia marina,PD
Spergularia maritima,PD
Spergularia media,PD
Spergularia rupicola,PD
Spergularia salina,PD
Spermacoce brachystema,PD
Spermadictylon suaveolens,PD
Spermolepis echinata,MPD
Spermolepis hawaiiensis,MD
Sphaeralcea ambigua,PY
Sphaeralcea grossulariaefolia,PY
Sphaeralcea incana,PY
Sphaerolobium fornicatum,PY
Sphaerolobium grandiflorum,PY
Sphaerolobium macranthum,PY
Sphaerolobium scabriusculum,PY
Sphaerolobium vimineum,PY
Sphallerocarpus gracilis,MPD
Sphalmanthus brevifolius,PD
Sphenotoma drummondii,PD
Spinifex hirsutus,PD
Spinifex longifolius,PD
Spinifex sericeus,PD
Spiraea alba,PD
Spiraea alpina,PD
Spiraea beauverdiana,PD
Spiraea densiflora,PD
Spiraea glauca,PD
Spiraea tomentosa,PD
Spiranthera odoratissima,PD
Spirostachys africana,ND
Spirotheca passifloroides,ND
Spodiopogon sibiricus,ND
Spondianthus preussii,ND
Spondias axillaris,PD
Spondias cytherea,ND
Spondias dulcis,PD
Spondias lutea,PD
Spondias macrocarpa,ND
Spondias mombin,ND
Spondias mombin,PD
Spondias pinnata,PD
Spondias purpurea,ND
Spondias purpurea,PY
Spondias radlkoferi,PD
Spondias tuberosa,ND
Spondias venulosa,PD
Sporobolus actinocladus,PD
Sporobolus airoides,PD
Sporobolus arabicus,PD
Sporobolus arabicus,PD
Sporobolus aspera,PD
Sporobolus caroli,PD
Sporobolus cryptandrus,PD
Sporobolus cubensis,ND
Sporobolus elongatus,PD
Sporobolus heterolepis,PD
Sporobolus indicus,PD
Sporobolus ioclados,PD
Sporobolus pyramidalis,PD
Sporobolus vaginiflorus,PD
Spyridium globulosum,PY
Staberoha aemula,PD
Staberoha aemula,PD
Staberoha banksii,PD
Staberoha cernua,PD
Staberoha cernua,PD
Staberoha vaginata,PD
Stachys alopecuros,PD
Stachys germanica,PD
Stachys japonica,PD
Stachys palustris,PD
Stachys palustris,PD
Stachys sieboldii,PD
Stachys sylvatica,PD
Stachyurus praecox,PD
Stackhousia intermedia,PD
Stackhousia monogyna,PD
Stackhousia pubescens,PD
Stackhousia tryonii,PD
Stackhousia viminea,PD
Stagrus coronata,MPD
Staphylea bolanderi,PD
Staphylea bumalda,PD
Staphylea colchica,PD
Staphylea holocarpa,PD
Staphylea pinnata,PD
Staphylea pinnata,PD
Staphylea pringlei,PD
Staphylea trifolia,PD
Staudtia gabonensis,MPD
Stellaria aquatica,PD
Stellaria dianthifolia,ND
Stellaria graminea,PD
Stellaria holostea,PD
Stellaria media,PD
Stellaria parvi-umbellata,PD
Stellaria uda,ND
Stellarianemorum ,PD
Stellea chamaejasme,PD
Stemmadenia donnell-smithii,ND
Stemmadenia donnell-smithii,ND
Stemonocoleus micranthus,ND
Stenachaenium campestre,PD
Stenanthium gramineum,MPD
Stencarpus sinuatus,ND
Stenocarpus salignus,ND
Stenocereus beneckei,ND
Stenocereus griseus c,PD
Stenocereus gummosus,ND
Stenocereus queretaroensis,PD
Stenocereus stellatus,PD
Stenogyne angustifolia,PD
Stenogyne kamemamehae,PD
Stephanachne nigrescens,PD
Stephegyne parvifolia,ND
Sterculia acerifolia,ND
Sterculia acerifolia,PY
Sterculia africana,ND
Sterculia africana,PY
Sterculia apetala,ND
Sterculia apetala,PY
Sterculia appendiculata,ND
Sterculia appendiculata,PY
Sterculia caribaea,PY
Sterculia coccinea,ND
Sterculia cordata,ND
Sterculia diversifolia,ND
Sterculia diversifolia,PY
Sterculia foetida,ND
Sterculia foetida,ND
Sterculia foetida,PY
Sterculia lanceolata,ND
Sterculia lanceolata,PY
Sterculia oblonga,ND
Sterculia parviflora,ND
Sterculia quinquefolia,ND
Sterculia quinquefolia,PY
Sterculia rhinopetala,ND
Sterculia rubiginosa,ND
Sterculia striata,ND
Sterculia stricta,ND
Sterculia tragacantha,ND
Sterculia urens,ND
Sterculia villosa,ND
Sterculia villosa,ND
Sterculia villosa,PY
Stereospermum acuminatissimum,ND
Stereospermum chelonoldes,ND
Stereospermum colais,ND
Stereospermum colais,ND
Stereospermum colais,PD
Stereospermum fimbriatum,ND
Stereospermum suaveolens,ND
Stereospermum xylocarpum,PD
Stevia rebaudiana,ND
Stevia rebaudiana,PD
Stewartia malacodendron,PD
Stewartia monadelpha,PD
Stewartia ovata,PD
Stewartia pseudocamellia,PD
Stewartia pseudocamellia,PD
Stewartia robusta,PD
Stewartia serrata,PD
Stewartia sinensis,PD
Stifftia parviflora,ND
Stifftia parviflora,PD
Stipa aliena,PD
Stipa baicalensis,PD
Stipa bigeniculata,PD
Stipa bungeana,PD
Stipa capensis,PD
Stipa capillacea,PD
Stipa clarazii,PD
Stipa comata,PD
Stipa contractus,PD
Stipa glareosa,PD
Stipa gobica,PD
Stipa gynerioides,PD
Stipa klemenzii,PD
Stipa krylovii,PD
Stipa krylovii,PD
Stipa lagascae,PD
Stipa neaei,PD
Stipa parviflora,ND
Stipa przewalskyi,PD
Stipa regeliana,PD
Stipa rudis,PD
Stipa scabra,PD
Stipa scabra,PD
Stipa spartea,PD
Stipa speciosa,PD
Stipa tenacissima,ND
Stipa tenacissima,PD
Stipa tenuis,PD
Stipa tenuissima,PD
Stipa variabilis,PD
Stipa viridula,PD
Stipagrostis ciliata,PD
Stipagrostis pennata,PD
Stipagrostis pennata,PD
Stirlingia latifolia,PD
Stirlingia simplex,PD
Stirlingia tenuifolia,PD
Strangea cynanchicarpa,PD
Stranvaesia nussia,ND
Stratiotes aloides,PD
Streblus asper,ND
Streblus asper,PD
Streblus heterophyllus,PD
Streblus sandwicense,PD
Strelitzia juncea,PD
Strelitzia reginae,PD
Strephonema pseudocola,PD
Streptanthus arizonicus,PD
Streptocalyx floribundus,MD
Streptocalyx floribundus,ND
Streptoglossa odora,PD
Strombosia glaucescens,MPD
Strombosia javanica,MPD
Strongylodon ruber,PY
Strophostyles helvola,PY
Strophostyles umbellata,PY
Struthiola myrsinities,PD
Strychnos aculeata,PD
Strychnos cocculoides,PD
Strychnos nux-vomica,PD
Strychnos potatorum,PD
Strychnos pseudo-quina,ND
Strychos spinosa,ND
Stryphnodendron adstringens,ND
Stryphnodendron adstringens,PY
Stryphnodendron adstringens,PY
Stryphnodendron barbadetimam,PY
Stryphnodendron confertum,ND
Stryphnodendron excelsum,PY
Stryphnodendron guianense,PY
Stryphnodendron guianense,PY
Stryphnodendron microstachyum,PY
Stryphnodendron polyphyllum,PY
Stryphnodendron polyphyllum,PY
Stryphnodendron pulcherrimum,PY
Stylidium affine,PD
Stylidium amoenum,PD
Stylidium brunonianum,PD
Stylidium bulbiferum,PD
Stylidium caricifolium,PD
Stylidium ciliatum,PD
Stylidium coroniforme,PD
Stylidium crassifolium,PD
Stylidium crossocephalum,PD
Stylidium diuroides,PD
Stylidium divaricatum,PD
Stylidium diversifolium,PD
Stylidium graminifolium,PD
Stylidium graminifolium,PD
Stylidium hispidum,PD
Stylidium junceum,PD
Stylidium leptocalyx,PD
Stylidium scandens,PD
Stylidium soboliferum,PD
Stylobasium australe,PY
Stylobasium australe,PY
Stylobasium spathulatum,PY
Stylobasium spathulatum,PY
Stylocline micropoides,PD
Stylophorum diphyllum,MPD
Stylosanthes guianensis,PY
Stylosanthes hamata,PY
Stylosanthes humilis,PY
Stylosanthes macrocephala,PY
Stylosanthes scabra,PY
Stylosanthes scabra,PY
Stypandra glauca,PD
Styphelia tenuiflora,PD
Styrax benzoin,PD
Styrax benzoin,PD
Styrax camporum,ND
Styrax ferrugineus,PD
Styrax japonica,PD
Styrax obassia,PD
Styrax officinalis,PD
Styrax pohlii,ND
Styrax tonkinensis,PD
Styrax youngae,PD
Styzolobium atterrimum,PY
Suaeda aralocaspica,ND
Suaeda aralocaspica,PD
Suaeda californica,PD
Suaeda depressa,PD
Suaeda fruticosa,PD
Suaeda glauca,PD
Suaeda imbricata,PD
Suaeda linearis,PD
Suaeda maritima,PD
Suaeda salsa,PD
Suaeda salsa (black),PD
Succisa pratensis,PD
Succisa pratensis,PD
Sutherlandia frutescens,PY
Sutherlandia frutescens,PY
Swainsona behriana,PY
Swainsona canescens,PY
Swainsona canescens,PY
Swainsona colutoides,PY
Swainsona colutoides,PY
Swainsona decurrens,PY
Swainsona flavicarinata,PY
Swainsona formosa,PY
Swainsona forrestii,PY
Swainsona lessertiifolia,PY
Swainsona murrayana,PY
Swainsona plagiotropis,PY
Swainsona salsula,PY
Swainsona sejuncta,PY
Swainsona sericea,PY
Swartzia cubensis,ND
Swartzia dolicopoda b,ND
Swartzia fistuloides,ND
Swartzia laevicarpa,ND
Swartzia laevicarpa,PY
Swartzia langsdorfii,ND
Swartzia macrostachya,ND
Swartzia madagascariensis,PY
Swartzia oblata,ND
Swartzia pinnata,PY
Swartzia polyphylla,ND
Swartzia polyphylla,PY
Swartzia simplex,PY
Sweetia fruticosa,ND
Sweetia fruticosa,PY
Swertia angustifolia,PD
Swertia angustifolia,PD
Swertia bifolia,PD
Swertia bimaculata,PD
Swertia chirata,ND
Swertia chirata,PD
Swertia diluta,PD
Swertia erythrostieta,PD
Swertia franchetiana,PD
Swertia perennis,PD
Swertia tetraptera,PD
Swertia wolfangiana,PD
Swida hemsleti,PD
Swida macrophylla,PD
Swietenia humilis,ND
Swietenia macrophylla,ND
Swietenia macrophylla,ND
Swietenia macrophylla,ND
Swietenia macrophylla,PD
Swietenia mahagoni,ND
Swietenia mahagoni,ND
Swintonia spicifera,ND
Swintonia spicifera,PD
Syagrus botryophora,MPD
Syagrus campestris,MPD
Syagrus flexuosa,MPD
Syagrus oleracea,MPD
Syagrus quinquefaria,MPD
Syagrus sancona,MPD
Syagrus schizophylla,MD
Syagrus schizophylla,MPD
Symingtonia populnea,ND
Symmeria paniculata,ND
Symphonia globulifera,ND
Symphoricarpos albus,MPD
Symphoricarpos mollis,MPD
Symphoricarpos orbiculatus,MPD
Symphoricarpos oreophilus,MPD
Symphoricarpos racemosus,MPD
Symphyopapus casarettoi,ND
Symphyopapus casarettoi,PD
Symphytrichum laurentianum,PD
Symphytum officinale,PD
Symplocos cochinchinensis,PD
Symplocos cochinensis,PD
Symplocos glauca,PD
Symplocos henschelii,PD
Symplocos lanceolata,PD
Symplocos macrophylla,PD
Symplocos paniculata,PD
Symplocos racemosa,PD
Symplocos sumunita,PD
Symplocos theifolia,PD
Synaphea favosa,PD
Synaphea petiolaris,PD
Syncarpha eximia,PD
Syncarpha speciosissima,PD
Syncarpha vestita,PD
Syncarpia glomulifera,ND
Syndrella nodiflora,ND
Synedrella nodiflora,ND
Synedrella nodiflora,PD
Syngonanthus elegans,ND
Syngonanthus nitens,ND
Syngonanthus venustus,ND
Synsepalum letestrui,PD
Synsepalum subcordatum,PD
Syringa amurensis,PD
Syringa oblata,PD
Syringa reticulata,PD
Syringodium filiforme,PD
Syzygium arnottianum,PD
Syzygium buxifolium,PD
Syzygium cinereum,ND
Syzygium cordatum,ND
Syzygium cumini,ND
Syzygium cumini,ND
Syzygium endophloium,ND
Syzygium euonymifolium,PD
Syzygium formosanum,PD
Syzygium guineense,ND
Syzygium guineense,PD
Syzygium guineense,PD
Syzygium hancei,PD
Syzygium jambolana,ND
Syzygium jambos,PD
Syzygium kuranda,ND
Syzygium makul,PD
Syzygium odoratum,PD
Syzygium operculatum,PD
Syzygium rowlandii,PD
Syzygium sandwicensis,PD
Syzygium suborbiculare,ND
Syzygium umbrosum,PD
Tabebuia alba,ND
Tabebuia aquatilis,PD
Tabebuia argentea,ND
Tabebuia aurea,ND
Tabebuia avellanedae,ND
Tabebuia barbata,ND
Tabebuia barbata,PD
Tabebuia cassinoides,ND
Tabebuia cassinoides,PD
Tabebuia chrysotricha,ND
Tabebuia chrysotricha,PD
Tabebuia donnell-smithii,ND
Tabebuia dura,ND
Tabebuia guayacan,ND
Tabebuia guayacan,PD
Tabebuia haemantha,ND
Tabebuia heptaphylla,ND
Tabebuia heterophylla,ND
Tabebuia impetiginosa,ND
Tabebuia ochracea,ND
Tabebuia ochracea,ND
Tabebuia rosea,ND
Tabebuia rosea,PY
Tabebuia roseo-alba,ND
Tabebuia serratifolia,ND
Tabebuia umbellata,ND
Tabernaemontana arborea,ND
Tabernaemontana corymbosa,PD
Tabernaemontana rupicola,ND
Tachigalia multijuga,PY
Tachigalia paniculata,ND
Tachigalia paniculata,PY
Tachigalia vasquezii,ND
Tachigalia versicolor,PD
Tadehagi triquetrum,PY
Taeniatherum asperum,PD
Tagetes minuta,ND
Tagetes minuta,ND
Tagetes minuta,PD
Tagetes patula,ND
Talauma betongensis,MD
Talauma ovata,MPD
Talauma ovata c,MD
Talauma phellocarpa,MD
Talguenea quinquenervia,PY
Talinum calcaricum,PD
Talinum calycinum,PD
Talinum mengesii,PD
Talinum parviflorus,PD
Talinum patens,ND
Talinum rugospermum,PD
Talinum teretifolium,PD
Talipariti elatum,PYPD
Talisia cesarina,PY
Talisia esculenta,ND
Tamarindus indica,PY
Tamarix aphylla,ND
Tamarix aucheriana,ND
Tamarix austromongolica,ND
Tamarix chinensis,ND
Tamarix pentandra,ND
Tamarix pentandra,ND
Tamarix ramosissima,ND
Tamarix ramosissima,ND
Tamarix ramosissima,ND
Tamarix troupii,ND
Tamus communis,PD
Tamus communis,PD
Tanacetum vulgare,PD
Tapirira guianensis,ND
Tapirira guianensis,ND
Tapirira obtusa,ND
Tapirira velutinifolia,PD
Taraxacum borealisinense,PD
Taraxacum dealbatum,ND
Taraxacum maurocarpum,ND
Taraxacum mongolicum,ND
Taraxacum mongolicum,PD
Taraxacum officinale,ND
Taraxacum platycarpum,ND
Tarennoidea wallichii,PD
Tarrietia utilis,ND
Tasmannia purpurascens,MPD
Taverniera abyssinica,PY
Taxodium distichum,PD
Taxus baccata,MPD
Taxus brevifolia,MPD
Taxus canadensis,MPD
Taxus cuspidata,MPD
Taxus globosa,MPD
Taxus mairei,MPD
Taxus wallichiana,MPD
Teclea verdoorniana,PD
Tecoma stans,ND
Tecophilaea violiflora,MPD
Tecticornia verrucosa,PD
Tectona grandis,ND
Tectona grandis,PD
Tectona grandis,PD
Teesdalia nudicaulis,PD
Teijsmanniodendron coriaceum,ND
Teijsmanniodendron pteropodum,ND
Telekia speciosissima,PD
Telfairia occiendtalis,ND
Tellima grandiflora,ND
Telopea speciosissima,PD
Templetonia battii,PY
Templetonia hookeri,PY
Templetonia retusa,PY
Temu divaricatum,PD
Tephrosia candida,PY
Tephrosia hamiltonii,PY
Tephrosia interrupta,PY
Tephrosia juncea,PY
Tephrosia oblongata,ND
Tephrosia oblongata,PY
Tephrosia remotiflora,PY
Tephrosia strigosa,PY
Tephrosia uniflora,PY
Tephrosia vogelii,PY
Tepualia stipularis,ND
Tepualis stipularis,PD
Terminalia alata,ND
Terminalia alata,PD
Terminalia amazonia,PD
Terminalia arenicola,PD
Terminalia arenicola,PD
Terminalia argentea,PD
Terminalia arjuna,ND
Terminalia arjuna,PD
Terminalia arjuna,PD
Terminalia avicennioides,PD
Terminalia bellirica,ND
Terminalia bellirica,PD
Terminalia bellirica,PD
Terminalia bellirica,PD
Terminalia bialata,ND
Terminalia brasiliensis,ND
Terminalia brassii,ND
Terminalia brownii,PD
Terminalia bucoidides,PD
Terminalia calamansanai,ND
Terminalia catappa,PD
Terminalia chebula,ND
Terminalia chebula,PD
Terminalia chebula,PD
Terminalia citrina,PD
Terminalia dichotoma,PD
Terminalia fagifolia,PD
Terminalia ferdinandiana,ND
Terminalia ferdinandiana,PD
Terminalia ivorensis,ND
Terminalia ivorensis,PD
Terminalia ivorensis,PD
Terminalia kuhlmannii,PD
Terminalia latipes,PD
Terminalia lucida,PD
Terminalia manii,ND
Terminalia microcarpa,PD
Terminalia mucronata,ND
Terminalia myriocarpa,ND
Terminalia myriocarpa,ND
Terminalia oblonga,PD
Terminalia phellocarpa,PD
Terminalia platyphylla,PD
Terminalia procera,ND
Terminalia prunoides,PD
Terminalia pterocarya,PD
Terminalia rostrata,PD
Terminalia sericea,PD
Terminalia seriocarpa,ND
Terminalia subspathulata,ND
Terminalia superba,PD
Terminalia superba,PD
Terminalia tomentosa,PD
Terminalia triflora,ND
Ternstroemia bancana,ND
Ternstroemia brasiliensis,ND
Ternstroemia brasiliensis,ND
Ternstroemia brasiliensis,PD
Ternstroemia brasiliensis,PD
Ternstroemia gymnanthera,PD
Ternstroemia japonica,PD
Ternstroemia lineata,PD
Ternstroemia luteoflora,PD
Ternstroemia wallichiana,PD
Tersonia cyathiflora,PD
Tersonia cyathiflora,PD
Tetracarpidium conophorum,PD
Tetracera nordtiana,MPD
Tetradium glabrifolium,PD
Tetragastris balsamifera,PD
Tetragonia arbuscula,PD
Tetragonia echinata,PD
Tetragonia microptera,PD
Tetrameles nudiflora,ND
Tetramerista glabra,PD
Tetramolopium arenarium,PD
Tetramolopium consanguineum,PD
Tetramolopium filiforme,PD
Tetramolopium humile,PD
Tetramolopium lepidotum,PD
Tetrapathaea tetrandra,PD
Tetraplasandra sp.,MPD
Tetrapleura chevalieri,ND
Tetrapleura tetraptera,ND
Tetrapleura tetraptera,PY
Tetraria capillaris,PD
Tetraria octandra,PD
Tetrarrhaena laevis,PD
Tetratheca efoliata,MPD
Tetratheca hirsuta,MPD
Tetratheca juncea,MPD
Tetratheca setigera,PD
Tetrorchidium didymostemon,ND
Teucrium carolipaui,ND
