"DATE","SITE","TREATMENT","TRAP","Genus.species","DormancyClass","Dispersal","Seeds"
"10/21/19","OS","MME","B","Linum sp.","PD","Endozoochory",0
"6/1/19","WP","MME","A","Linum sp.","PD","Endozoochory",0
"7/21/19","WP","MME","B","Linum sp.","PD","Endozoochory",0
"10/21/19","DF","CONTROL","A","Linum sp.","PD","Endozoochory",0
"10/21/19","OS","CONTROL","A","Linum sp.","PD","Endozoochory",0
"6/1/19","OS","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","DF","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","DF","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","DF","MME","A","Linum sp.","PD","Endozoochory",0
"6/1/19","OS","CONTROL","B","Linum sp.","PD","Endozoochory",0
"10/21/19","OS","CONTROL","B","Linum sp.","PD","Endozoochory",0
"5/6/19","DF","MME","A","Linum sp.","PD","Endozoochory",0
"10/21/19","GG","CONTROL","A","Linum sp.","PD","Endozoochory",0
"5/6/19","WP","MME","A","Linum sp.","PD","Endozoochory",0
"7/21/19","WP","MME","A","Linum sp.","PD","Endozoochory",0
"5/6/19","GG","CONTROL","B","Linum sp.","PD","Endozoochory",0
"6/1/19","WP","CONTROL","B","Linum sp.","PD","Endozoochory",0
"5/6/19","OS","MME","A","Linum sp.","PD","Endozoochory",0
"6/1/19","GG","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","OS","CONTROL","A","Linum sp.","PD","Endozoochory",0
"6/1/19","WP","MME","B","Linum sp.","PD","Endozoochory",0
"7/21/19","GG","MME","B","Linum sp.","PD","Endozoochory",0
"7/21/19","OS","CONTROL","B","Linum sp.","PD","Endozoochory",0
"10/21/19","DF","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","GG","MME","A","Linum sp.","PD","Endozoochory",0
"5/6/19","WP","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","GG","CONTROL","B","Linum sp.","PD","Endozoochory",0
"5/6/19","GG","MME","A","Linum sp.","PD","Endozoochory",1
"6/1/19","DF","CONTROL","B","Linum sp.","PD","Endozoochory",0
"10/21/19","GG","CONTROL","B","Linum sp.","PD","Endozoochory",0
"5/6/19","WP","MME","B","Linum sp.","PD","Endozoochory",0
"5/6/19","WP","CONTROL","A","Linum sp.","PD","Endozoochory",0
"6/1/19","DF","MME","B","Linum sp.","PD","Endozoochory",0
"6/1/19","DF","CONTROL","A","Linum sp.","PD","Endozoochory",0
"10/21/19","WP","MME","A","Linum sp.","PD","Endozoochory",0
"6/1/19","DF","MME","A","Linum sp.","PD","Endozoochory",0
"10/21/19","GG","MME","A","Linum sp.","PD","Endozoochory",0
"5/6/19","OS","MME","B","Linum sp.","PD","Endozoochory",0
"6/1/19","GG","MME","A","Linum sp.","PD","Endozoochory",0
"7/21/19","OS","MME","B","Linum sp.","PD","Endozoochory",0
"5/6/19","OS","CONTROL","B","Linum sp.","PD","Endozoochory",0
"7/21/19","WP","CONTROL","A","Linum sp.","PD","Endozoochory",0
"7/21/19","GG","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","OS","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","WP","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"5/6/19","WP","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","OS","MME","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","WP","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","WP","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","DF","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","GG","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","WP","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"5/6/19","GG","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","DF","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"7/21/19","OS","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","WP","MME","B","Salvia sp.","PD","Dyszoochory",2
"7/21/19","GG","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","DF","MME","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","OS","MME","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","DF","MME","B","Salvia sp.","PD","Dyszoochory",0
"5/6/19","WP","MME","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","DF","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","WP","MME","A","Salvia sp.","PD","Dyszoochory",1
"5/6/19","GG","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","WP","MME","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","WP","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","DF","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","GG","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","WP","MME","B","Salvia sp.","PD","Dyszoochory",1
"6/1/19","GG","MME","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","WP","MME","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","OS","MME","A","Salvia sp.","PD","Dyszoochory",0
"7/21/19","WP","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","OS","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"7/21/19","DF","MME","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","WP","MME","A","Salvia sp.","PD","Dyszoochory",0
"7/21/19","GG","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","GG","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","A","Salvia sp.","PD","Dyszoochory",1
"7/21/19","WP","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"5/6/19","OS","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","DF","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","GG","MME","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","GG","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","DF","MME","B","Salvia sp.","PD","Dyszoochory",0
"10/21/19","OS","MME","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","WP","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","GG","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"5/6/19","OS","MME","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","DF","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","GG","MME","A","Salvia sp.","PD","Dyszoochory",0
"7/21/19","OS","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","B","Salvia sp.","PD","Dyszoochory",0
"6/1/19","OS","MME","B","Salvia sp.","PD","Dyszoochory",0
"7/21/19","DF","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"5/6/19","DF","MME","A","Salvia sp.","PD","Dyszoochory",0
"10/21/19","GG","CONTROL","A","Salvia sp.","PD","Dyszoochory",0
"6/1/19","OS","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","WP","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","OS","MME","A","Unknown sp.",NA,NA,0
"10/21/19","DF","CONTROL","B","Unknown sp.",NA,NA,0
"7/21/19","DF","CONTROL","B","Unknown sp.",NA,NA,0
"7/21/19","OS","CONTROL","B","Unknown sp.",NA,NA,0
"7/21/19","DF","MME","B","Unknown sp.",NA,NA,0
"6/1/19","DF","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","GG","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","WP","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","GG","MME","B","Unknown sp.",NA,NA,0
"5/6/19","GG","MME","A","Unknown sp.",NA,NA,0
"10/21/19","DF","MME","A","Unknown sp.",NA,NA,0
"6/1/19","OS","CONTROL","A","Unknown sp.",NA,NA,0
"5/6/19","WP","MME","B","Unknown sp.",NA,NA,0
"7/21/19","DF","MME","A","Unknown sp.",NA,NA,0
"6/1/19","OS","MME","B","Unknown sp.",NA,NA,0
"7/21/19","OS","MME","A","Unknown sp.",NA,NA,0
"6/1/19","WP","MME","A","Unknown sp.",NA,NA,0
"7/21/19","GG","MME","A","Unknown sp.",NA,NA,0
"5/6/19","GG","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","DF","MME","B","Unknown sp.",NA,NA,0
"7/21/19","OS","CONTROL","A","Unknown sp.",NA,NA,0
"7/21/19","GG","CONTROL","B","Unknown sp.",NA,NA,0
"6/1/19","WP","MME","B","Unknown sp.",NA,NA,0
"5/6/19","GG","MME","B","Unknown sp.",NA,NA,0
"10/21/19","OS","MME","A","Unknown sp.",NA,NA,0
"5/6/19","OS","CONTROL","B","Unknown sp.",NA,NA,0
"6/1/19","DF","MME","A","Unknown sp.",NA,NA,0
"10/21/19","GG","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","GG","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","GG","MME","A","Unknown sp.",NA,NA,0
"5/6/19","DF","MME","B","Unknown sp.",NA,NA,0
"7/21/19","WP","MME","A","Unknown sp.",NA,NA,0
"7/21/19","GG","MME","B","Unknown sp.",NA,NA,0
"10/21/19","DF","CONTROL","A","Unknown sp.",NA,NA,0
"5/6/19","GG","CONTROL","B","Unknown sp.",NA,NA,0
"5/6/19","OS","MME","A","Unknown sp.",NA,NA,0
"6/1/19","WP","CONTROL","A","Unknown sp.",NA,NA,0
"5/6/19","DF","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","GG","MME","B","Unknown sp.",NA,NA,0
"7/21/19","WP","CONTROL","B","Unknown sp.",NA,NA,0
"5/6/19","WP","MME","A","Unknown sp.",NA,NA,0
"10/21/19","DF","MME","B","Unknown sp.",NA,NA,0
"5/6/19","WP","CONTROL","B","Unknown sp.",NA,NA,0
"7/21/19","WP","CONTROL","A","Unknown sp.",NA,NA,0
"10/21/19","WP","MME","B","Unknown sp.",NA,NA,0
"10/21/19","OS","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","GG","MME","A","Unknown sp.",NA,NA,1
"6/1/19","WP","CONTROL","B","Unknown sp.",NA,NA,0
"10/21/19","OS","MME","B","Unknown sp.",NA,NA,0
"7/21/19","WP","MME","B","Unknown sp.",NA,NA,0
"7/21/19","DF","CONTROL","A","Unknown sp.",NA,NA,0
"6/1/19","DF","CONTROL","A","Unknown sp.",NA,NA,0
"10/21/19","WP","MME","A","Unknown sp.",NA,NA,0
"6/1/19","GG","CONTROL","A","Unknown sp.",NA,NA,0
"5/6/19","DF","MME","A","Unknown sp.",NA,NA,0
"5/6/19","OS","CONTROL","A","Unknown sp.",NA,NA,0
"7/21/19","GG","CONTROL","A","Unknown sp.",NA,NA,0
"5/6/19","WP","CONTROL","A","Unknown sp.",NA,NA,0
"7/21/19","OS","MME","B","Unknown sp.",NA,NA,0
"5/6/19","DF","CONTROL","B","Unknown sp.",NA,NA,0
"5/6/19","OS","MME","B","Unknown sp.",NA,NA,0
"10/21/19","OS","CONTROL","B","Unknown sp.",NA,NA,0
"5/6/19","WP","MME","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","GG","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","OS","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","WP","MME","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","DF","MME","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","OS","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","DF","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","GG","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","DF","MME","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","DF","MME","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","WP","MME","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","OS","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","WP","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","DF","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","WP","MME","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","GG","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","GG","MME","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","OS","MME","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","DF","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","GG","MME","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","GG","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","WP","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","OS","MME","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","GG","MME","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","GG","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","GG","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","OS","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","DF","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","OS","MME","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","WP","MME","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","OS","MME","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","OS","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","OS","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","WP","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","OS","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","GG","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","DF","MME","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","GG","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","WP","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","GG","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","WP","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","OS","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","GG","MME","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","WP","MME","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","DF","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","DF","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","WP","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"5/6/19","DF","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","WP","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","OS","MME","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","WP","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","WP","MME","A","Carex sp.",NA,"Endozoochory",1
"7/21/19","WP","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","GG","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"6/1/19","OS","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"6/1/19","DF","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","GG","MME","B","Carex sp.",NA,"Endozoochory",0
"10/21/19","DF","MME","A","Carex sp.",NA,"Endozoochory",0
"7/21/19","OS","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","DF","CONTROL","B","Carex sp.",NA,"Endozoochory",0
"5/6/19","DF","MME","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","GG","CONTROL","A","Carex sp.",NA,"Endozoochory",0
"10/21/19","DF","MME","B","Carex sp.",NA,"Endozoochory",0
"7/21/19","OS","MME","B","Carex sp.",NA,"Endozoochory",0
